content_name,Concepts
IS17_interface2,"ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957,DoubleDataType:2.231566548074993,ObjectMethodInvocation:0.3136191229720017,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,ImplementsSpecification:1.5361009168363833,ArrayElement:1.021189299069938,InstanceFieldInitializationStatement:2.247908505056673,MethodDefinition:0.059076018558268086,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,AbstractMethodDefinition:1.681567028199806,StringAddition:0.49398918000695796,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,PublicMethodSpecifier:0.0743390706349775,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943"
IS17_interface2_1,"StringDataType:0.1558878729673943,ArrayElement:1.021189299069938,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,MethodDefinition:0.06669353649201917,ConstructorCall:0.43761271343598884,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,ArrayLength:1.1972805581256194,SimpleAssignmentExpression:0.1514969433926647,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ClassDefinition:0.0,ArrayDataType:1.1558878729673943,PublicMethodSpecifier:0.08392467267045987,ImplementsSpecification:1.5361009168363833,ForStatement:0.8170693164140133,InstanceFieldInitializationStatement:2.247908505056673,PostIncrementExpression:0.7907403776916642,ReturnStatement:1.827702926529599,StringLiteral:0.1598540601849957,ObjectMethodInvocation:0.3136191229720017,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,InterfaceDefinition:0.9931605754696945,ObjectCreationStatement:0.43761271343598884,AbstractMethodDefinition:1.681567028199806,MethodImplementation:1.5361009168363833,LessExpression:0.7907403776916642,IntDataType:0.7819271169520277,java.lang.System.out.println:0.19511449636911166"
IS17_interface2_2,"ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,MethodDefinition:0.06669353649201917,StringAddition:0.49398918000695796,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957,PublicMethodSpecifier:0.08392467267045987,ObjectMethodInvocation:0.3136191229720017,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,AbstractMethodDefinition:1.681567028199806,ArrayElement:1.021189299069938,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884"
IS17_interface2_3,"ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,StringLiteral:0.1598540601849957,ClassDefinition:0.0,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.08392467267045987,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,InterfaceDefinition:0.9931605754696945,ArrayElement:1.021189299069938,AbstractMethodDefinition:1.681567028199806,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,StringAddition:0.49398918000695796,MethodDefinition:0.06669353649201917,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943"
IS17_interface2_4,"StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,AbstractMethodDefinition:1.681567028199806,ArrayElement:1.021189299069938,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,MethodDefinition:0.06669353649201917,StringAddition:0.49398918000695796,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957,PublicMethodSpecifier:0.08392467267045987,ObjectMethodInvocation:0.3136191229720017,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278"
IS17_interface2_5,"MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,MethodDefinition:0.06669353649201917,StringAddition:0.49398918000695796,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957,PublicMethodSpecifier:0.08392467267045987,ObjectMethodInvocation:0.3136191229720017,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,AbstractMethodDefinition:1.681567028199806,ArrayElement:1.021189299069938,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277"
IS17_interface2_6,"InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957,PublicMethodSpecifier:0.08392467267045987,ObjectMethodInvocation:0.3136191229720017,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,AbstractMethodDefinition:1.681567028199806,ArrayElement:1.021189299069938,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,MethodDefinition:0.06669353649201917,StringAddition:0.49398918000695796,DoubleDataType:2.231566548074993"
IS17_interface2_7,"PublicMethodSpecifier:0.08392467267045987,ObjectMethodInvocation:0.3136191229720017,ImplementsSpecification:1.5361009168363833,InstanceFieldInitializationStatement:2.247908505056673,ReturnStatement:1.827702926529599,ConstantInvocation:1.0069488599553278,StaticMethodSpecifier:0.11809931207799448,ArrayInitializer:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,LessExpression:0.7907403776916642,java.lang.System.out.println:0.19511449636911166,InterfaceDefinition:0.9931605754696945,StringDataType:0.1558878729673943,AbstractMethodDefinition:1.681567028199806,ArrayElement:1.021189299069938,MethodImplementation:1.5361009168363833,IntDataType:0.7819271169520277,MultiplyExpression:2.0025850566788623,PublicClassSpecifier:0.05897785995933788,VoidDataType:0.025554104472388137,ArrayVariable:0.979796613911713,ConstructorCall:0.43761271343598884,ArrayLength:1.1972805581256194,ActualMethodParameter:0.10914446942506807,MethodDefinition:0.06669353649201917,StringAddition:0.49398918000695796,DoubleDataType:2.231566548074993,InstanceField:1.1891156645946537,SimpleAssignmentExpression:0.1514969433926647,Constant:1.4191293077419758,FormalMethodParameter:0.07670662691976943,ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ClassDefinition:0.0,StringLiteral:0.1598540601849957"
IS17_interface3,"VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854,InterfaceDefinition:1.681567028199806,FormalMethodParameter:0.183044591279173,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,AbstractMethodDefinition:1.681567028199806,MethodDefinition:0.06320366291470532,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,PublicMethodSpecifier:0.05978639553726891,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,BooleanDataType:2.772665441031504,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332"
IS17_interface3_1,"IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854,InterfaceDefinition:1.681567028199806,AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788"
IS17_interface3_2,"ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854,InterfaceDefinition:1.681567028199806,AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625"
IS17_interface3_3,"InstanceFieldInitializationStatement:1.5949582790394932,MethodDefinition:0.06971660249071895,ConstructorDefinition:0.640978057358332,BooleanDataType:2.772665441031504,ObjectCreationStatement:0.7409427319313319,StringDataType:0.5148329654406659,ActualMethodParameter:0.2604508319364623,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,ClassDefinition:0.0,SimpleAssignmentExpression:0.12949407201071567,PublicMethodSpecifier:0.0743390706349775,PublicConstructorSpecifier:0.7579478642953567,FormalMethodParameter:0.183044591279173,ConstructorCall:0.7409427319313319,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,InterfaceDefinition:1.681567028199806,False:1.7539524233128914,AbstractMethodDefinition:1.681567028199806,VoidDataType:0.025554104472388137,StaticMethodSpecifier:0.28181972246385645,java.lang.System.out.println:0.46560062245835854,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013"
IS17_interface3_4,"ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854,InterfaceDefinition:1.681567028199806,AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645"
IS17_interface3_5,"InterfaceDefinition:1.681567028199806,AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854"
IS17_interface3_6,"InterfaceDefinition:1.681567028199806,AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854"
IS17_interface3_7,"AbstractMethodDefinition:1.681567028199806,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,ConstructorDefinition:0.640978057358332,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,MethodDefinition:0.06971660249071895,BooleanDataType:2.772665441031504,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,SimpleAssignmentExpression:0.12949407201071567,PublicConstructorSpecifier:0.7579478642953567,ConstructorCall:0.7409427319313319,ClassDefinition:0.0,PublicMethodSpecifier:0.0743390706349775,FormalMethodParameter:0.183044591279173,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,False:1.7539524233128914,VoidDataType:0.025554104472388137,java.lang.System.out.println:0.46560062245835854,InterfaceDefinition:1.681567028199806"
IS17_interface3_8,"java.lang.System.out.println:0.46560062245835854,StaticMethodSpecifier:0.28181972246385645,ObjectMethodInvocation:0.9657717555451788,IfElseIfStatement:1.3521825181113625,ImplementsSpecification:0.9072459467631013,InstanceFieldInitializationStatement:1.5949582790394932,MethodDefinition:0.06971660249071895,ConstructorDefinition:0.640978057358332,BooleanDataType:2.772665441031504,ObjectCreationStatement:0.7409427319313319,ActualMethodParameter:0.2604508319364623,StringDataType:0.5148329654406659,ReturnStatement:2.448807997864677,AndExpression:1.2195569528367716,MethodImplementation:0.9072459467631013,ClassDefinition:0.0,SimpleAssignmentExpression:0.12949407201071567,PublicMethodSpecifier:0.0743390706349775,PublicConstructorSpecifier:0.7579478642953567,FormalMethodParameter:0.183044591279173,ConstructorCall:0.7409427319313319,IfElseStatement:2.4257604945318167,StringLiteral:0.47091569826667773,OrExpression:1.2678616324113265,InstanceField:0.843713109192127,InterfaceDefinition:1.681567028199806,False:1.7539524233128914,AbstractMethodDefinition:1.681567028199806,VoidDataType:0.025554104472388137"
IS17_override1,"ArrayInitializationStatement:1.1558878729673943,ArrayDataType:1.1558878729673943,ConstructorCall:0.43761271343598884,LessExpression:0.7907403776916642,ObjectMethodInvocation:0.3136191229720017,MethodDefinition:0.06320366291470532,ActualMethodParameter:0.10914446942506807,StringLiteral:0.3814588424215749,OverridingToString:3.0575057426899557,FormalMethodParameter:0.07670662691976943,ArrayInitializer:1.1558878729673943,SimpleAssignmentExpression:0.09187991494111997,IntDataType:0.2996534668351779,ArrayLength:1.1972805581256194,ExplicitTypeCasting:1.1558878729673943,VoidDataType:0.04326685993915826,StringAddition:0.49398918000695796,ExtendsSpecification:1.3079586197327133,ReturnStatement:1.6073623959156547,StaticMethodSpecifier:0.11809931207799448,ArrayVariable:0.979796613911713,ObjectCreationStatement:0.43761271343598884,ForStatement:0.8170693164140133,PostIncrementExpression:0.7907403776916642,ArrayElement:1.021189299069938,ClassDefinition:0.0,java.lang.System.out.println:0.19511449636911166,StringDataType:0.45923166708929225,PublicMethodSpecifier:0.06798203713598418,PublicClassSpecifier:0.05897785995933788"
IS17_poly2,"PublicClassSpecifier:0.05897785995933788,ObjectCreationStatement:1.2217094365895051,ClassDefinition:0.0,VoidDataType:0.060979615405928396,ActualMethodParameter:0.3215298001925654,ExtendsSpecification:1.0552527788231918,SimpleVariable:0.5392691614685069,ObjectMethodInvocation:0.3136191229720017,PublicMethodSpecifier:0.028488537811437533,ConstructorCall:1.2217094365895051,FormalMethodParameter:0.24524831283244689,BooleanDataType:2.084258988301393,StringLiteral:0.3354716950977236,PrivateFieldSpecifier:0.7823072101548013,ConstructorDefinition:1.0852701906170508,False:1.0359125558906443,StaticMethodSpecifier:0.11809931207799448,MethodDefinition:0.06669353649201917,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,InstanceField:0.4983105537896005,SimpleAssignmentExpression:0.15986204685990157"
IS17_this_super,"MethodDefinition:0.03833177780702022,java.lang.System.out.println:0.5091391640910456,ThisReference:1.8962505624616381,FormalMethodParameter:0.07670662691976943,ConstructorCall:0.43761271343598884,ClassDefinition:0.0,InstanceField:0.843713109192127,StringLiteral:0.2706564513032853,PublicMethodSpecifier:0.04823528747371086,ActualMethodParameter:0.28480571645027714,SuperReference:2.0211892990699383,StaticMethodSpecifier:0.11809931207799448,ObjectMethodInvocation:0.3136191229720017,StringVariable:1.0955546166902552,InstanceFieldInitializationStatement:1.5949582790394932,ExtendsSpecification:0.6232492903979004,VoidDataType:0.04326685993915826,InstanceFieldInvocation:3.210631293467133,ExplicitTypeCasting:1.1558878729673943,ObjectCreationStatement:0.43761271343598884,StringDataType:0.26394111259823055,SimpleAssignmentExpression:0.11388278632306903"
JavaTutorial_4_1_3,"ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IntDataType:0.2996534668351779,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,LongDataType:1.8962505624616381,java.lang.System.out.println:0.46560062245835854,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,ActualMethodParameter:0.2604508319364623"
JavaTutorial_4_1_8,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.3303575594137351,StringDataType:0.26394111259823055,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,IfStatement:1.0833372058187825,ActualMethodParameter:0.18479765068076517,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,EqualExpression:1.021189299069938,StringLiteral:0.2706564513032853"
JavaTutorial_4_3_2,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,BreakStatement:1.7201593034059568,ActualMethodParameter:0.2604508319364623,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:1.6532125137753437,DefaultClause:1.7201593034059568,StringLiteral:0.3814588424215749,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,CaseClause:1.6532125137753437,java.lang.System.out.println:0.46560062245835854,StringDataType:0.37199435222906685"
JavaTutorial_4_3_4,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,DefaultClause:1.7201593034059568,StringLiteral:0.3814588424215749,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:1.6532125137753437,java.lang.System.out.println:0.46560062245835854,StringDataType:0.37199435222906685,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,CaseClause:1.6532125137753437,ActualMethodParameter:0.2604508319364623"
JavaTutorial_4_3_5,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.5073574225169946,CaseClause:2.799132106565143,java.lang.System.out.println:0.46560062245835854,StringDataType:0.37199435222906685,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,BreakStatement:2.9124828746757556,ActualMethodParameter:0.2604508319364623,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,SwitchStatement:2.799132106565143,DefaultClause:2.9124828746757556,StringLiteral:0.3814588424215749"
JavaTutorial_4_3_6,"PublicClassSpecifier:0.05897785995933788,ObjectVariable:1.8962505624616381,PublicMethodSpecifier:0.028488537811437533,SimpleAssignmentExpression:0.05426575787152426,BreakStatement:1.7201593034059568,StringLiteral:0.3354716950977236,InstanceField:0.4983105537896005,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SwitchStatement:1.6532125137753437,java.lang.System.out.println:0.40946967977750703,StringDataType:0.3271482058637069,ClassDefinition:0.0,SimpleVariable:0.5392691614685069,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,CaseClause:1.6532125137753437,ActualMethodParameter:0.22905192477560865"
JavaTutorial_4_4_3,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,DoubleDataType:0.7993405494535817,LessExpression:0.7907403776916642,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.09187991494111997,java.lang.System.out.println:0.19511449636911166,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:1.2678616324113265,ActualMethodParameter:0.10914446942506807"
JavaTutorial_4_4_4,"FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,SimpleAssignmentExpression:0.05426575787152426,java.lang.System.out.println:0.5447127428221304,StringDataType:0.43520144549454315,IfStatement:2.585161465436739,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,WhileStatement:2.1466763482573676,ActualMethodParameter:0.30470510603130574,PostIncrementExpression:0.7907403776916642,EqualExpression:2.436858266006567,PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,IntDataType:0.2996534668351779,True:2.3439374240502033,StringLiteral:0.44627408621601317,StringAddition:0.49398918000695796"
JavaTutorial_4_6_5,"PublicClassSpecifier:0.05897785995933788,PublicMethodSpecifier:0.028488537811437533,java.lang.System.out.println:0.19511449636911166,StringDataType:0.1558878729673943,FormalMethodParameter:0.07670662691976943,StaticMethodSpecifier:0.11809931207799448,ActualMethodParameter:0.10914446942506807,ClassDefinition:0.0,MethodDefinition:0.022639365465170848,VoidDataType:0.025554104472388137,StringLiteral:0.1598540601849957"
